reconciliation_id,transaction_id,status,matched_at,note
R000748,T001102,pending,2024-10-13T12:00:00+00:00,auto-matched
R000749,T001105,disputed,2023-01-15T12:00:00+00:00,auto-matched
R000750,T001106,reconciled,2023-02-03T12:00:00+00:00,
R000751,T001107,disputed,2023-03-24T12:00:00+00:00,auto-matched
R000752,T001109,disputed,2023-05-16T12:00:00+00:00,auto-matched
R000753,T001110,disputed,2023-06-11T12:00:00+00:00,
R000754,T001112,pending,2023-08-26T12:00:00+00:00,auto-matched
R000755,T001113,disputed,2023-09-19T12:00:00+00:00,auto-matched
R000756,T001115,disputed,2023-11-27T12:00:00+00:00,
R000757,T001116,pending,2023-12-10T12:00:00+00:00,auto-matched
R000758,T001117,disputed,2024-01-17T12:00:00+00:00,auto-matched
R000759,T001119,reconciled,2024-03-16T12:00:00+00:00,
R000760,T001120,reconciled,2024-04-06T12:00:00+00:00,auto-matched
R000761,T001121,pending,2024-05-28T12:00:00+00:00,auto-matched
R000762,T001123,pending,2024-07-03T12:00:00+00:00,
R000763,T001124,disputed,2024-08-30T12:00:00+00:00,auto-matched
R000764,T001125,disputed,2024-09-25T12:00:00+00:00,auto-matched
R000765,T001126,reconciled,2024-10-24T12:00:00+00:00,
R000766,T001127,reconciled,2024-11-22T12:00:00+00:00,auto-matched
R000767,T001128,disputed,2024-12-05T12:00:00+00:00,auto-matched
R000768,T001130,pending,2023-02-21T12:00:00+00:00,
R000769,T001133,pending,2023-05-19T12:00:00+00:00,auto-matched
R000770,T001135,reconciled,2023-07-30T12:00:00+00:00,auto-matched
R000771,T001136,reconciled,2023-08-09T12:00:00+00:00,
R000772,T001137,reconciled,2023-09-06T12:00:00+00:00,auto-matched
R000773,T001139,disputed,2023-11-02T12:00:00+00:00,auto-matched
R000774,T001140,reconciled,2023-12-19T12:00:00+00:00,
R000775,T001141,pending,2024-01-04T12:00:00+00:00,auto-matched
R000776,T001143,pending,2024-03-24T12:00:00+00:00,auto-matched
R000777,T001145,disputed,2024-05-25T12:00:00+00:00,
R000778,T001146,pending,2024-06-11T12:00:00+00:00,auto-matched
R000779,T001147,reconciled,2024-07-27T12:00:00+00:00,auto-matched
R000780,T001148,pending,2024-08-15T12:00:00+00:00,
R000781,T001149,reconciled,2024-09-27T12:00:00+00:00,auto-matched
R000782,T001150,pending,2024-10-23T12:00:00+00:00,auto-matched
R000783,T001151,disputed,2024-11-12T12:00:00+00:00,
R000784,T001152,reconciled,2024-12-18T12:00:00+00:00,auto-matched
R000785,T001153,pending,2023-01-16T12:00:00+00:00,auto-matched
R000786,T001154,pending,2023-02-05T12:00:00+00:00,
R000787,T001155,disputed,2023-03-06T12:00:00+00:00,auto-matched
R000788,T001156,disputed,2023-04-11T12:00:00+00:00,auto-matched
R000789,T001157,reconciled,2023-05-11T12:00:00+00:00,
R000790,T001159,reconciled,2023-07-17T12:00:00+00:00,auto-matched
R000791,T001160,pending,2023-08-08T12:00:00+00:00,auto-matched
R000792,T001161,pending,2023-09-06T12:00:00+00:00,
R000793,T001162,reconciled,2023-10-12T12:00:00+00:00,auto-matched
R000794,T001164,reconciled,2023-12-10T12:00:00+00:00,auto-matched
R000795,T001165,reconciled,2024-01-31T12:00:00+00:00,
R000796,T001169,pending,2024-05-21T12:00:00+00:00,auto-matched
R000797,T001171,disputed,2024-07-30T12:00:00+00:00,auto-matched
R000798,T001172,pending,2024-08-25T12:00:00+00:00,
R000799,T001173,disputed,2024-09-26T12:00:00+00:00,auto-matched
R000800,T001174,reconciled,2024-10-12T12:00:00+00:00,auto-matched
R000801,T001176,pending,2024-12-13T12:00:00+00:00,
R000802,T001177,reconciled,2023-01-07T12:00:00+00:00,auto-matched
R000803,T001178,reconciled,2023-02-02T12:00:00+00:00,auto-matched
R000804,T001179,pending,2023-03-04T12:00:00+00:00,
R000805,T001180,disputed,2023-04-07T12:00:00+00:00,auto-matched
R000806,T001182,reconciled,2023-06-18T12:00:00+00:00,auto-matched
R000807,T001185,disputed,2023-09-24T12:00:00+00:00,
R000808,T001187,reconciled,2023-11-07T12:00:00+00:00,auto-matched
R000809,T001188,reconciled,2023-12-21T12:00:00+00:00,auto-matched
R000810,T001189,disputed,2024-01-15T12:00:00+00:00,
R000811,T001190,disputed,2024-02-12T12:00:00+00:00,auto-matched
R000812,T001191,pending,2024-03-20T12:00:00+00:00,auto-matched
R000813,T001192,disputed,2024-04-24T12:00:00+00:00,
R000814,T001194,pending,2024-06-20T12:00:00+00:00,auto-matched
R000815,T001195,pending,2024-07-01T12:00:00+00:00,auto-matched
R000816,T001196,disputed,2024-08-10T12:00:00+00:00,
R000817,T001197,reconciled,2024-09-23T12:00:00+00:00,auto-matched
R000818,T001198,pending,2024-10-02T12:00:00+00:00,auto-matched
R000819,T001199,pending,2024-11-06T12:00:00+00:00,
R000820,T001200,disputed,2024-12-16T12:00:00+00:00,auto-matched
R000821,T001201,pending,2023-01-22T12:00:00+00:00,auto-matched
R000822,T001202,disputed,2023-02-13T12:00:00+00:00,
R000823,T001203,pending,2023-03-08T12:00:00+00:00,auto-matched
R000824,T001204,reconciled,2023-04-02T12:00:00+00:00,auto-matched
R000825,T001205,reconciled,2023-05-27T12:00:00+00:00,
R000826,T001206,pending,2023-06-28T12:00:00+00:00,auto-matched
R000827,T001207,pending,2023-07-25T12:00:00+00:00,auto-matched
R000828,T001208,disputed,2023-08-01T12:00:00+00:00,
R000829,T001209,disputed,2023-09-12T12:00:00+00:00,auto-matched
R000830,T001210,disputed,2023-10-12T12:00:00+00:00,auto-matched
R000831,T001211,pending,2023-11-05T12:00:00+00:00,
R000832,T001212,disputed,2023-12-01T12:00:00+00:00,auto-matched
R000833,T001213,reconciled,2024-01-19T12:00:00+00:00,auto-matched
R000834,T001214,disputed,2024-02-25T12:00:00+00:00,
R000835,T001215,reconciled,2024-03-03T12:00:00+00:00,auto-matched
R000836,T001217,disputed,2024-05-10T12:00:00+00:00,auto-matched
R000837,T001219,pending,2024-07-13T12:00:00+00:00,
R000838,T001220,pending,2024-08-07T12:00:00+00:00,auto-matched
R000839,T001222,pending,2024-10-19T12:00:00+00:00,auto-matched
R000840,T001224,disputed,2024-12-08T12:00:00+00:00,
R000841,T001225,pending,2023-01-12T12:00:00+00:00,auto-matched
R000842,T001227,disputed,2023-03-24T12:00:00+00:00,auto-matched
R000843,T001228,pending,2023-04-13T12:00:00+00:00,
R000844,T001230,disputed,2023-06-06T12:00:00+00:00,auto-matched
R000845,T001231,disputed,2023-07-25T12:00:00+00:00,auto-matched
R000846,T001233,pending,2023-09-05T12:00:00+00:00,
R000847,T001234,disputed,2023-10-06T12:00:00+00:00,auto-matched
R000848,T001236,disputed,2023-12-21T12:00:00+00:00,auto-matched
R000849,T001237,pending,2024-01-16T12:00:00+00:00,
R000850,T001238,reconciled,2024-02-13T12:00:00+00:00,auto-matched
R000851,T001241,pending,2024-05-03T12:00:00+00:00,auto-matched
R000852,T001243,pending,2024-07-30T12:00:00+00:00,
R000853,T001244,reconciled,2024-08-08T12:00:00+00:00,auto-matched
R000854,T001246,pending,2024-10-05T12:00:00+00:00,auto-matched
R000855,T001247,reconciled,2024-11-07T12:00:00+00:00,
R000856,T001249,disputed,2023-01-14T12:00:00+00:00,auto-matched
R000857,T001250,pending,2023-02-19T12:00:00+00:00,auto-matched
R000858,T001251,pending,2023-03-02T12:00:00+00:00,
R000859,T001252,reconciled,2023-04-20T12:00:00+00:00,auto-matched
R000860,T001253,pending,2023-05-15T12:00:00+00:00,auto-matched
R000861,T001255,disputed,2023-07-21T12:00:00+00:00,
R000862,T001256,pending,2023-08-18T12:00:00+00:00,auto-matched
R000863,T001259,pending,2023-11-25T12:00:00+00:00,auto-matched
R000864,T001261,disputed,2024-01-23T12:00:00+00:00,
R000865,T001262,disputed,2024-02-08T12:00:00+00:00,auto-matched
R000866,T001263,pending,2024-03-07T12:00:00+00:00,auto-matched
R000867,T001265,pending,2024-05-27T12:00:00+00:00,
R000868,T001266,disputed,2024-06-13T12:00:00+00:00,auto-matched
R000869,T001269,pending,2024-09-18T12:00:00+00:00,auto-matched
R000870,T001270,disputed,2024-10-15T12:00:00+00:00,
R000871,T001271,disputed,2024-11-20T12:00:00+00:00,auto-matched
R000872,T001272,pending,2024-12-19T12:00:00+00:00,auto-matched
R000873,T001273,reconciled,2023-01-07T12:00:00+00:00,
R000874,T001274,reconciled,2023-02-05T12:00:00+00:00,auto-matched
R000875,T001275,reconciled,2023-03-14T12:00:00+00:00,auto-matched
R000876,T001276,disputed,2023-04-01T12:00:00+00:00,
R000877,T001277,disputed,2023-05-09T12:00:00+00:00,auto-matched
R000878,T001278,reconciled,2023-06-06T12:00:00+00:00,auto-matched
R000879,T001279,pending,2023-07-28T12:00:00+00:00,
R000880,T001280,reconciled,2023-08-13T12:00:00+00:00,auto-matched
R000881,T001281,reconciled,2023-09-06T12:00:00+00:00,auto-matched
R000882,T001282,disputed,2023-10-27T12:00:00+00:00,
R000883,T001284,disputed,2023-12-03T12:00:00+00:00,auto-matched
R000884,T001285,reconciled,2024-01-09T12:00:00+00:00,auto-matched
R000885,T001286,pending,2024-02-29T12:00:00+00:00,
R000886,T001288,disputed,2024-04-19T12:00:00+00:00,auto-matched
R000887,T001289,pending,2024-05-09T12:00:00+00:00,auto-matched
R000888,T001290,pending,2024-06-01T12:00:00+00:00,
R000889,T001291,reconciled,2024-07-09T12:00:00+00:00,auto-matched
R000890,T001292,pending,2024-08-09T12:00:00+00:00,auto-matched
R000891,T001293,pending,2024-09-04T12:00:00+00:00,
R000892,T001294,pending,2024-10-10T12:00:00+00:00,auto-matched
R000893,T001295,disputed,2024-11-03T12:00:00+00:00,auto-matched
R000894,T001297,reconciled,2023-01-29T12:00:00+00:00,
R000895,T001298,pending,2023-02-12T12:00:00+00:00,auto-matched
R000896,T001300,pending,2023-04-10T12:00:00+00:00,auto-matched
R000897,T001301,pending,2023-05-12T12:00:00+00:00,
R000898,T001303,reconciled,2023-07-17T12:00:00+00:00,auto-matched
R000899,T001304,pending,2023-08-31T12:00:00+00:00,auto-matched
R000900,T001305,disputed,2023-09-06T12:00:00+00:00,
R000901,T001306,pending,2023-10-04T12:00:00+00:00,auto-matched
R000902,T001307,pending,2023-11-03T12:00:00+00:00,auto-matched
R000903,T001308,disputed,2023-12-21T12:00:00+00:00,
R000904,T001309,disputed,2024-01-16T12:00:00+00:00,auto-matched
R000905,T001310,disputed,2024-02-20T12:00:00+00:00,auto-matched
R000906,T001311,disputed,2024-03-24T12:00:00+00:00,
R000907,T001313,reconciled,2024-05-07T12:00:00+00:00,auto-matched
R000908,T001314,disputed,2024-06-24T12:00:00+00:00,auto-matched
R000909,T001315,pending,2024-07-11T12:00:00+00:00,
R000910,T001317,disputed,2024-09-30T12:00:00+00:00,auto-matched
R000911,T001318,disputed,2024-10-18T12:00:00+00:00,auto-matched
R000912,T001319,reconciled,2024-11-08T12:00:00+00:00,
R000913,T001320,disputed,2024-12-27T12:00:00+00:00,auto-matched
R000914,T001321,disputed,2023-01-07T12:00:00+00:00,auto-matched
R000915,T001324,pending,2023-04-29T12:00:00+00:00,
R000916,T001327,pending,2023-07-31T12:00:00+00:00,auto-matched
R000917,T001328,reconciled,2023-08-16T12:00:00+00:00,auto-matched
R000918,T001329,reconciled,2023-09-29T12:00:00+00:00,
R000919,T001330,disputed,2023-10-26T12:00:00+00:00,auto-matched
R000920,T001332,disputed,2023-12-11T12:00:00+00:00,auto-matched
R000921,T001333,reconciled,2024-01-01T12:00:00+00:00,
R000922,T001335,reconciled,2024-03-28T12:00:00+00:00,auto-matched
R000923,T001338,reconciled,2024-06-15T12:00:00+00:00,auto-matched
R000924,T001339,reconciled,2024-07-29T12:00:00+00:00,
R000925,T001340,disputed,2024-08-19T12:00:00+00:00,auto-matched
R000926,T001341,reconciled,2024-09-21T12:00:00+00:00,auto-matched
R000927,T001342,pending,2024-10-07T12:00:00+00:00,
R000928,T001343,reconciled,2024-11-21T12:00:00+00:00,auto-matched
R000929,T001344,disputed,2024-12-15T12:00:00+00:00,auto-matched
R000930,T001346,disputed,2023-02-04T12:00:00+00:00,
R000931,T001348,reconciled,2023-04-01T12:00:00+00:00,auto-matched
R000932,T001352,pending,2023-08-11T12:00:00+00:00,auto-matched
R000933,T001358,reconciled,2024-02-24T12:00:00+00:00,
R000934,T001359,disputed,2024-03-09T12:00:00+00:00,auto-matched
R000935,T001360,pending,2024-04-26T12:00:00+00:00,auto-matched
R000936,T001361,disputed,2024-05-17T12:00:00+00:00,
R000937,T001363,disputed,2024-07-21T12:00:00+00:00,auto-matched
R000938,T001364,reconciled,2024-08-14T12:00:00+00:00,auto-matched
R000939,T001365,reconciled,2024-09-05T12:00:00+00:00,
R000940,T001366,reconciled,2024-10-01T12:00:00+00:00,auto-matched
R000941,T001367,reconciled,2024-11-10T12:00:00+00:00,auto-matched
R000942,T001369,reconciled,2023-01-24T12:00:00+00:00,
R000943,T001371,reconciled,2023-03-11T12:00:00+00:00,auto-matched
R000944,T001372,reconciled,2023-04-19T12:00:00+00:00,auto-matched
R000945,T001373,reconciled,2023-05-09T12:00:00+00:00,
R000946,T001376,disputed,2023-08-26T12:00:00+00:00,auto-matched
R000947,T001377,disputed,2023-09-05T12:00:00+00:00,auto-matched
R000948,T001378,disputed,2023-10-06T12:00:00+00:00,
R000949,T001379,reconciled,2023-11-08T12:00:00+00:00,auto-matched
R000950,T001381,pending,2024-01-08T12:00:00+00:00,auto-matched
R000951,T001382,reconciled,2024-02-28T12:00:00+00:00,
R000952,T001384,disputed,2024-04-25T12:00:00+00:00,auto-matched
R000953,T001385,disputed,2024-05-04T12:00:00+00:00,auto-matched
R000954,T001386,disputed,2024-06-05T12:00:00+00:00,
R000955,T001388,disputed,2024-08-15T12:00:00+00:00,auto-matched
R000956,T001389,pending,2024-09-10T12:00:00+00:00,auto-matched
R000957,T001390,disputed,2024-10-13T12:00:00+00:00,
R000958,T001391,disputed,2024-11-13T12:00:00+00:00,auto-matched
R000959,T001392,reconciled,2024-12-29T12:00:00+00:00,auto-matched
R000960,T001393,pending,2023-01-09T12:00:00+00:00,
R000961,T001395,pending,2023-03-02T12:00:00+00:00,auto-matched
R000962,T001396,disputed,2023-04-28T12:00:00+00:00,auto-matched
R000963,T001397,pending,2023-05-10T12:00:00+00:00,
R000964,T001398,disputed,2023-06-30T12:00:00+00:00,auto-matched
R000965,T001399,reconciled,2023-07-12T12:00:00+00:00,auto-matched
R000966,T001400,reconciled,2023-08-16T12:00:00+00:00,
R000967,T001402,reconciled,2023-10-16T12:00:00+00:00,auto-matched
R000968,T001403,pending,2023-11-15T12:00:00+00:00,auto-matched
R000969,T001405,reconciled,2024-01-04T12:00:00+00:00,
R000970,T001409,disputed,2024-05-22T12:00:00+00:00,auto-matched
R000971,T001411,disputed,2024-07-17T12:00:00+00:00,auto-matched
R000972,T001412,reconciled,2024-08-23T12:00:00+00:00,
R000973,T001414,disputed,2024-10-06T12:00:00+00:00,auto-matched
R000974,T001415,pending,2024-11-16T12:00:00+00:00,auto-matched
R000975,T001417,disputed,2023-01-18T12:00:00+00:00,
R000976,T001418,pending,2023-02-01T12:00:00+00:00,auto-matched
R000977,T001419,disputed,2023-03-14T12:00:00+00:00,auto-matched
R000978,T001421,disputed,2023-05-23T12:00:00+00:00,
R000979,T001423,reconciled,2023-07-22T12:00:00+00:00,auto-matched
R000980,T001426,pending,2023-10-31T12:00:00+00:00,auto-matched
R000981,T001427,reconciled,2023-11-02T12:00:00+00:00,
R000982,T001428,disputed,2023-12-29T12:00:00+00:00,auto-matched
R000983,T001429,disputed,2024-01-12T12:00:00+00:00,auto-matched
R000984,T001431,disputed,2024-03-11T12:00:00+00:00,
R000985,T001434,pending,2024-06-05T12:00:00+00:00,auto-matched
R000986,T001435,disputed,2024-07-21T12:00:00+00:00,auto-matched
R000987,T001437,reconciled,2024-09-03T12:00:00+00:00,
R000988,T001438,disputed,2024-10-31T12:00:00+00:00,auto-matched
R000989,T001439,disputed,2024-11-15T12:00:00+00:00,auto-matched
R000990,T001441,pending,2023-01-05T12:00:00+00:00,
R000991,T001442,disputed,2023-02-02T12:00:00+00:00,auto-matched
R000992,T001443,disputed,2023-03-13T12:00:00+00:00,auto-matched
R000993,T001444,pending,2023-04-06T12:00:00+00:00,
R000994,T001445,reconciled,2023-05-31T12:00:00+00:00,auto-matched
R000995,T001446,disputed,2023-06-23T12:00:00+00:00,auto-matched
R000996,T001447,reconciled,2023-07-10T12:00:00+00:00,
R000997,T001448,reconciled,2023-08-08T12:00:00+00:00,auto-matched
R000998,T001449,disputed,2023-09-27T12:00:00+00:00,auto-matched
R000999,T001452,reconciled,2023-12-06T12:00:00+00:00,
R001000,T001453,pending,2024-01-27T12:00:00+00:00,auto-matched
R001001,T001454,disputed,2024-02-08T12:00:00+00:00,auto-matched
R001002,T001456,reconciled,2024-04-13T12:00:00+00:00,
R001003,T001457,pending,2024-05-21T12:00:00+00:00,auto-matched
R001004,T001458,reconciled,2024-06-13T12:00:00+00:00,auto-matched
R001005,T001459,disputed,2024-07-06T12:00:00+00:00,
R001006,T001460,disputed,2024-08-10T12:00:00+00:00,auto-matched
R001007,T001461,disputed,2024-09-09T12:00:00+00:00,auto-matched
R001008,T001462,pending,2024-10-17T12:00:00+00:00,
R001009,T001463,pending,2024-11-30T12:00:00+00:00,auto-matched
R001010,T001464,reconciled,2024-12-31T12:00:00+00:00,auto-matched
R001011,T001465,reconciled,2023-01-10T12:00:00+00:00,
R001012,T001467,reconciled,2023-03-10T12:00:00+00:00,auto-matched
R001013,T001468,reconciled,2023-04-14T12:00:00+00:00,auto-matched
R001014,T001470,reconciled,2023-06-12T12:00:00+00:00,
R001015,T001471,pending,2023-07-27T12:00:00+00:00,auto-matched
R001016,T001472,disputed,2023-08-17T12:00:00+00:00,auto-matched
R001017,T001473,pending,2023-09-13T12:00:00+00:00,
R001018,T001474,disputed,2023-10-05T12:00:00+00:00,auto-matched
R001019,T001475,disputed,2023-11-16T12:00:00+00:00,auto-matched
R001020,T001476,reconciled,2023-12-18T12:00:00+00:00,
R001021,T001478,reconciled,2024-02-12T12:00:00+00:00,auto-matched
R001022,T001480,disputed,2024-04-20T12:00:00+00:00,auto-matched
R001023,T001481,reconciled,2024-05-22T12:00:00+00:00,
R001024,T001482,reconciled,2024-06-30T12:00:00+00:00,auto-matched
R001025,T001484,pending,2024-08-03T12:00:00+00:00,auto-matched
R001026,T001485,disputed,2024-09-19T12:00:00+00:00,
R001027,T001487,reconciled,2024-11-14T12:00:00+00:00,auto-matched
R001028,T001488,disputed,2024-12-22T12:00:00+00:00,auto-matched
R001029,T001490,reconciled,2023-02-16T12:00:00+00:00,
R001030,T001492,reconciled,2023-04-02T12:00:00+00:00,auto-matched
R001031,T001494,disputed,2023-06-12T12:00:00+00:00,auto-matched
R001032,T001495,pending,2023-07-31T12:00:00+00:00,
R001033,T001496,reconciled,2023-08-19T12:00:00+00:00,auto-matched
R001034,T001498,disputed,2023-10-21T12:00:00+00:00,auto-matched
R001035,T001499,reconciled,2023-11-28T12:00:00+00:00,
R001036,T001500,pending,2023-12-15T12:00:00+00:00,auto-matched
R001037,T001501,reconciled,2024-01-20T12:00:00+00:00,auto-matched
R001038,T001502,reconciled,2024-02-23T12:00:00+00:00,
R001039,T001503,pending,2024-03-07T12:00:00+00:00,auto-matched
R001040,T001504,disputed,2024-04-11T12:00:00+00:00,auto-matched
R001041,T001505,reconciled,2024-05-23T12:00:00+00:00,
R001042,T001507,disputed,2024-07-29T12:00:00+00:00,auto-matched
R001043,T001510,reconciled,2024-10-17T12:00:00+00:00,auto-matched
R001044,T001512,disputed,2024-12-13T12:00:00+00:00,
R001045,T001514,reconciled,2023-02-04T12:00:00+00:00,auto-matched
R001046,T001515,reconciled,2023-03-04T12:00:00+00:00,auto-matched
R001047,T001516,disputed,2023-04-10T12:00:00+00:00,
R001048,T001517,pending,2023-05-21T12:00:00+00:00,auto-matched
R001049,T001519,reconciled,2023-07-30T12:00:00+00:00,auto-matched
R001050,T001520,reconciled,2023-08-27T12:00:00+00:00,
R001051,T001521,disputed,2023-09-04T12:00:00+00:00,auto-matched
R001052,T001523,pending,2023-11-01T12:00:00+00:00,auto-matched
R001053,T001528,pending,2024-04-08T12:00:00+00:00,
R001054,T001529,reconciled,2024-05-05T12:00:00+00:00,auto-matched
R001055,T001530,disputed,2024-06-24T12:00:00+00:00,auto-matched
R001056,T001531,disputed,2024-07-21T12:00:00+00:00,
R001057,T001532,disputed,2024-08-14T12:00:00+00:00,auto-matched
R001058,T001533,reconciled,2024-09-30T12:00:00+00:00,auto-matched
R001059,T001537,pending,2023-01-15T12:00:00+00:00,
R001060,T001539,disputed,2023-03-27T12:00:00+00:00,auto-matched
R001061,T001540,disputed,2023-04-16T12:00:00+00:00,auto-matched
R001062,T001541,pending,2023-05-21T12:00:00+00:00,
R001063,T001542,reconciled,2023-06-26T12:00:00+00:00,auto-matched
R001064,T001543,pending,2023-07-01T12:00:00+00:00,auto-matched
R001065,T001544,disputed,2023-08-19T12:00:00+00:00,
R001066,T001549,disputed,2024-01-20T12:00:00+00:00,auto-matched
R001067,T001550,disputed,2024-02-29T12:00:00+00:00,auto-matched
R001068,T001551,disputed,2024-03-27T12:00:00+00:00,
R001069,T001552,disputed,2024-04-29T12:00:00+00:00,auto-matched
R001070,T001553,disputed,2024-05-18T12:00:00+00:00,auto-matched
R001071,T001555,disputed,2024-07-28T12:00:00+00:00,
R001072,T001556,disputed,2024-08-07T12:00:00+00:00,auto-matched
R001073,T001557,disputed,2024-09-07T12:00:00+00:00,auto-matched
R001074,T001559,reconciled,2024-11-03T12:00:00+00:00,
R001075,T001560,pending,2024-12-19T12:00:00+00:00,auto-matched
R001076,T001561,reconciled,2023-01-30T12:00:00+00:00,auto-matched
R001077,T001563,reconciled,2023-03-01T12:00:00+00:00,
R001078,T001565,disputed,2023-05-17T12:00:00+00:00,auto-matched
R001079,T001569,reconciled,2023-09-20T12:00:00+00:00,auto-matched
R001080,T001570,disputed,2023-10-10T12:00:00+00:00,
R001081,T001572,disputed,2023-12-31T12:00:00+00:00,auto-matched
R001082,T001573,reconciled,2024-01-24T12:00:00+00:00,auto-matched
R001083,T001576,reconciled,2024-04-16T12:00:00+00:00,
R001084,T001578,disputed,2024-06-20T12:00:00+00:00,auto-matched
R001085,T001579,reconciled,2024-07-18T12:00:00+00:00,auto-matched
R001086,T001580,pending,2024-08-02T12:00:00+00:00,
R001087,T001581,reconciled,2024-09-15T12:00:00+00:00,auto-matched
R001088,T001582,disputed,2024-10-16T12:00:00+00:00,auto-matched
R001089,T001584,pending,2024-12-16T12:00:00+00:00,
R001090,T001585,disputed,2023-01-09T12:00:00+00:00,auto-matched
R001091,T001586,disputed,2023-02-15T12:00:00+00:00,auto-matched
R001092,T001587,reconciled,2023-03-11T12:00:00+00:00,
R001093,T001589,pending,2023-05-28T12:00:00+00:00,auto-matched
R001094,T001590,pending,2023-06-24T12:00:00+00:00,auto-matched
R001095,T001591,disputed,2023-07-19T12:00:00+00:00,
R001096,T001595,reconciled,2023-11-23T12:00:00+00:00,auto-matched
R001097,T001597,disputed,2024-01-02T12:00:00+00:00,auto-matched
R001098,T001600,reconciled,2024-04-21T12:00:00+00:00,
R001099,T001601,disputed,2024-05-12T12:00:00+00:00,auto-matched
R001100,T001602,pending,2024-06-10T12:00:00+00:00,auto-matched
R001101,T001603,reconciled,2024-07-25T12:00:00+00:00,
R001102,T001604,reconciled,2024-08-18T12:00:00+00:00,auto-matched
R001103,T001605,reconciled,2024-09-11T12:00:00+00:00,auto-matched
R001104,T001609,pending,2023-01-05T12:00:00+00:00,
R001105,T001610,disputed,2023-02-28T12:00:00+00:00,auto-matched
R001106,T001614,disputed,2023-06-21T12:00:00+00:00,auto-matched
R001107,T001615,disputed,2023-07-19T12:00:00+00:00,
R001108,T001616,pending,2023-08-29T12:00:00+00:00,auto-matched
R001109,T001617,pending,2023-09-21T12:00:00+00:00,auto-matched
R001110,T001619,reconciled,2023-11-05T12:00:00+00:00,
R001111,T001620,reconciled,2023-12-19T12:00:00+00:00,auto-matched
R001112,T001621,pending,2024-01-24T12:00:00+00:00,auto-matched
R001113,T001622,reconciled,2024-02-29T12:00:00+00:00,
R001114,T001623,disputed,2024-03-31T12:00:00+00:00,auto-matched
R001115,T001626,pending,2024-06-14T12:00:00+00:00,auto-matched
R001116,T001628,pending,2024-08-01T12:00:00+00:00,
R001117,T001629,reconciled,2024-09-05T12:00:00+00:00,auto-matched
R001118,T001630,pending,2024-10-22T12:00:00+00:00,auto-matched
R001119,T001631,reconciled,2024-11-11T12:00:00+00:00,
R001120,T001632,reconciled,2024-12-24T12:00:00+00:00,auto-matched
R001121,T001633,reconciled,2023-01-14T12:00:00+00:00,auto-matched
R001122,T001634,disputed,2023-02-09T12:00:00+00:00,
R001123,T001637,pending,2023-05-19T12:00:00+00:00,auto-matched
R001124,T001638,reconciled,2023-06-25T12:00:00+00:00,auto-matched
R001125,T001641,disputed,2023-09-14T12:00:00+00:00,
R001126,T001643,disputed,2023-11-19T12:00:00+00:00,auto-matched
R001127,T001645,disputed,2024-01-08T12:00:00+00:00,auto-matched
R001128,T001646,reconciled,2024-02-21T12:00:00+00:00,
R001129,T001647,reconciled,2024-03-17T12:00:00+00:00,auto-matched
R001130,T001648,reconciled,2024-04-17T12:00:00+00:00,auto-matched
R001131,T001649,pending,2024-05-12T12:00:00+00:00,
R001132,T001650,disputed,2024-06-26T12:00:00+00:00,auto-matched
R001133,T001652,disputed,2024-08-20T12:00:00+00:00,auto-matched
R001134,T001655,pending,2024-11-27T12:00:00+00:00,
R001135,T001656,pending,2024-12-06T12:00:00+00:00,auto-matched
R001136,T001657,pending,2023-01-03T12:00:00+00:00,auto-matched
R001137,T001658,disputed,2023-02-15T12:00:00+00:00,
R001138,T001661,pending,2023-05-20T12:00:00+00:00,auto-matched
R001139,T001663,disputed,2023-07-24T12:00:00+00:00,auto-matched
R001140,T001664,pending,2023-08-15T12:00:00+00:00,
R001141,T001665,pending,2023-09-04T12:00:00+00:00,auto-matched
R001142,T001666,reconciled,2023-10-18T12:00:00+00:00,auto-matched
R001143,T001668,pending,2023-12-17T12:00:00+00:00,
R001144,T001669,reconciled,2024-01-28T12:00:00+00:00,auto-matched
R001145,T001670,pending,2024-02-22T12:00:00+00:00,auto-matched
R001146,T001672,disputed,2024-04-14T12:00:00+00:00,
R001147,T001673,disputed,2024-05-15T12:00:00+00:00,auto-matched
R001148,T001674,pending,2024-06-18T12:00:00+00:00,auto-matched
R001149,T001675,disputed,2024-07-24T12:00:00+00:00,
R001150,T001676,reconciled,2024-08-11T12:00:00+00:00,auto-matched
R001151,T001677,pending,2024-09-17T12:00:00+00:00,auto-matched
R001152,T001678,disputed,2024-10-31T12:00:00+00:00,
R001153,T001682,disputed,2023-02-25T12:00:00+00:00,auto-matched
R001154,T001684,pending,2023-04-30T12:00:00+00:00,auto-matched
R001155,T001686,reconciled,2023-06-07T12:00:00+00:00,
R001156,T001687,disputed,2023-07-24T12:00:00+00:00,auto-matched
R001157,T001688,reconciled,2023-08-06T12:00:00+00:00,auto-matched
R001158,T001692,disputed,2023-12-18T12:00:00+00:00,
R001159,T001694,pending,2024-02-27T12:00:00+00:00,auto-matched
R001160,T001696,pending,2024-04-06T12:00:00+00:00,auto-matched
R001161,T001697,reconciled,2024-05-13T12:00:00+00:00,
R001162,T001699,disputed,2024-07-08T12:00:00+00:00,auto-matched
R001163,T001700,disputed,2024-08-16T12:00:00+00:00,auto-matched
R001164,T001701,reconciled,2024-09-26T12:00:00+00:00,
R001165,T001702,pending,2024-10-07T12:00:00+00:00,auto-matched
